	drugbankId	name	ttd_id	pubchem_cid	cas_num	chembl_id	zinc_id	chebi_id	kegg_cid	kegg_id	bindingDB_id	UMLS_cuis	stitch_id
4501	DB00528	Lercanidipine	D0P6ZH	65866.0	100427-26-7	CHEMBL250270		135930		D08111		C0526399	CID000065866
4557	DB12554	Mebeverine	D08COD	4031.0	3625-06-7	CHEMBL282121		91514		D08160		C0065832	CID000004031
4560	DB12553	Fluocinolone		91488.0	807-38-5	CHEMBL1201390	ZINC000004097307	5108	C07006			C0060507	CID000091488
4577	DB00572	Atropine	D0RG3O	174174.0	51-55-8	CHEMBL517712		78734	C01479	D00113	50403547.0	C0004259	CID000174174
4578	DB00573	Fenoprofen	D03XYW	3342.0	29679-58-1	CHEMBL1297		5004	C06997	D00968	54705.0	C0015837	CID000003342
4579	DB00570	Vinblastine	D0W9MM	13342.0	865-21-4	CHEMBL159	ZINC000085432544			D08675	50012278.0	C0042670	CID000013342
4580	DB00571	Propranolol	D04JEE	4946.0	525-66-6	CHEMBL27		8499	C07407	D08443	25761.0	C0033497	CID000004946
4584	DB00575	Clonidine	D03SKR	2803.0	4205-90-7	CHEMBL134	ZINC000000896484	46632		D00281	14062.0	C0009014,C4256018	CID000002803
4585	DB00578	Carbenicillin	D02TBI	20824.0	4697-36-3	CHEMBL1214		3393	C06869	D07614		C0006976	CID000020824
4616	DB00580	Valdecoxib	D0L6DA	119607.0	181695-72-7	CHEMBL865	ZINC000000006694	63634		D02709	13063.0	C0913246	CID000119607
4617	DB00583	Levocarnitine	D0G8SQ	10917.0	541-15-1	CHEMBL1149		16347	C00318	D02176	50037268.0	C0087163	CID000010917
4619	DB00581	Lactulose	D0T5BC	11333.0	4618-18-2	CHEMBL296306	ZINC000003977952	6359	C07064	D00352	50377984.0	C0022957	CID000011333
4620	DB00582	Voriconazole	D0N3VR	71616.0	137234-62-9	CHEMBL638	ZINC000000014864	10023	C07622	D00578	50333117.0	C0393080	CID000071616
4622	DB00588	Fluticasone propionate	DAP001039	444036.0	80474-14-2	CHEMBL1473	ZINC000003920027	31441		D01708	50354849.0	C0117996	CID000444036
4623	DB00585	Nizatidine	D0Q9DK	3033637.0	76963-41-2	CHEMBL3183075		7601	C07270	D00440		C0085154	CID003033637
4624	DB00586	Diclofenac	D0TG1H	3033.0	15307-86-5	CHEMBL139	ZINC000000001281	47381	C01690	D07816	13066.0	C0012091	CID100003032
4625	DB00589	Lisuride	D0X7KB	28864.0	18016-80-3	CHEMBL157138	ZINC000003831001	51164		D08132	50056445.0	C0023863	CID000028864
4642	DB00590	Doxazosin	D03MIR	3157.0	74191-85-8	CHEMBL707		4708	C06970	D07874	86731.0	C0114873	CID000003157
4643	DB00591	Fluocinolone acetonide	D02QJH	6215.0	67-73-2	CHEMBL989	ZINC000003977981	31623		D01825		C0016298	CID000006215
4644	DB00594	Amiloride	D0I0RJ	16231.0	2609-46-3	CHEMBL945	ZINC000004340269	2639	C06821	D07447	16173.0	C0002502	CID100016230
4645	DB00595	Oxytetracycline	D0J2NK	54675779.0	79-57-2	CHEMBL1517	ZINC000095626782	27701	C06624			C0030092,C0701904,C2698682,C4255996,C4255997	CID054675779
4647	DB00593	Ethosuximide	D0Q4XQ	3291.0	77-67-8	CHEMBL696		4887	C07505	D00539	50240424.0	C0015043,C4255998,C4255999	CID000003291
4648	DB00598	Labetalol	D0A8XN	3869.0	36894-69-6	CHEMBL429		6343	C07063	D08106	25758.0	C0022860	CID000003869
4650	DB00596	Ulobetasol	D00XPC	5311167.0	98651-66-2	CHEMBL1201360	ZINC000004214603			D08660		C0082787	CID005311167
4651	DB00597	Gadoteridol	D0M1PL	60714.0	120066-54-8	CHEMBL1200593		31643		D01137		C0060930	CID000060714
4661	DB11256	Levomefolic acid		444412.0	31690-09-2	CHEMBL1231574	ZINC000002005305	15641	C00440		50391007.0	C2825462,C2939773	CID000444412
4715	DB00602	Ivermectin	D09YHJ	46936176.0	70288-86-7	CHEMBL1200633		6078	C07970	D00804		C0022322	CID106435110
4717	DB00603	Medroxyprogesterone acetate	DAP001211	6279.0	71-58-9	CHEMBL717	ZINC000005029557	6716	C08150	D00951	50067678.0	C0065864	CID000006279
4719	DB00600	Monobenzone	D0H6TP	7638.0	103-16-2	CHEMBL1388	ZINC000000001748	34380	C14244	D05072	50410520.0	C0050962,C1660063	CID000007638
4721	DB00601	Linezolid	D07UYO	441401.0	165800-03-3	CHEMBL126	ZINC000002008866	63607	C08146	D00947	50116067.0	C0663241	CID000441401
4725	DB00607	Nafcillin	D0A0JH	8982.0	147-52-4	CHEMBL1443	ZINC000003875980	7447	C07250	D08242	50103525.0	C0027324	CID000008982
4729	DB00605	Sulindac	D0Z5IU	1548887.0	38194-50-2	CHEMBL15770		9352	C01531	D00120	50012899.0	C0038792	CID100005352
4759	DB00650	Leucovorin	D0R4PS	6006.0	58-05-9	CHEMBL1679		15640	C03479	D07986	50239970.0	C0023413,C0907855,C4048232	CID000006006
4763	DB00654	Latanoprost	D0C6NM	5311221.0	130209-82-4	CHEMBL1051	ZINC000012468792	6384		D00356	50240648.0	C0090306	CID005311221
4765	DB00651	Dyphylline	D0C7ON	3182.0	479-18-5	CHEMBL1752		4728	C07819	D00691	82016.0	C0013360	CID000003182
4767	DB00652	Pentazocine	D0W6DG	441278.0	359-83-1	CHEMBL560	ZINC000000000596	7982	C07421	D00498	50001028.0	C0030873	CID100004736
4769	DB00657	Mecamylamine	D0V8HA	4032.0	60-40-2	CHEMBL267936		6706	C07511		50061565.0	C0025029	CID000004032
4771	DB00658	Sevelamer		3085017.0	52757-95-6	CHEMBL1201798		32127		D01983		C0718050	CID003085017
4773	DB00655	Estrone	D00ZFP	5870.0	53-16-7	CHEMBL1405	ZINC000013509425	17263	C00468	D00067	17289.0	C0014942,C0700903	CID000005870
4775	DB00656	Trazodone	D00USF	5533.0	19794-93-5	CHEMBL621	ZINC000000538483	9654	C07156	D08626	50073444.0	C0040805	CID000005533
4777	DB00659	Acamprosate	D0GC2M	71158.0	77337-76-9	CHEMBL1201293	ZINC000001554588	51041		D07058		C0284941,C4255983	CID000071158
4802	DB00660	Metaxalone	D0QN6U	15459.0	1665-48-1	CHEMBL1079604		6797	C07934	D00773	15459.0	C0163055	CID000015459
4804	DB00661	Verapamil	D0R0FE	2520.0	52-53-9	CHEMBL6966		77733	C07188	D02356	81939.0	C0042523	CID000002520
4809	DB00665	Nilutamide	D0SN9T	4493.0	63612-50-0	CHEMBL1274	ZINC000003874498	7573	C08164	D00965	50135912.0	C0068771	CID000004493
4811	DB00662	Trimethobenzamide	D0A8FB	5577.0	138-56-7	CHEMBL1201256	ZINC000000538509	27796	C07178	D08643		C0077163	CID000005577
4813	DB00663	Flumethasone	D0F7NQ	16490.0	2135-17-3	CHEMBL1201392	ZINC000003983936	34764	C14479	D04208	50240002.0	C0016294	CID100003375
4815	DB00668	Epinephrine	D04PHC	5816.0	51-43-4	CHEMBL679	ZINC000000039089	28918	C00788	D00095	44818.0	C0014563,C4255548	CID100000838
4816	DB00669	Sumatriptan	D0Z6UC	5358.0	103628-46-2	CHEMBL128	ZINC000000014360	10650	C07319	D00451	50005835.0	C0075632	CID000005358
4818	DB00666	Nafarelin	D08WYM	25077405.0	76932-56-4	CHEMBL1201309			C07613	D08241	84707.0	C0064906	CID125077405
4854	DB00671	Cefixime	D06OVY	5362065.0	79350-37-1	CHEMBL1541	ZINC000004468778	472657	C06881	D00258	84007.0	C0060400,C3661490	CID005362065
4855	DB00672	Chlorpropamide	D00BCP	2727.0	94-20-2	CHEMBL498	ZINC000001530599	3650		D00271	50344965.0	C0008287	CID000002727
4857	DB00675	Tamoxifen	D07KSG	2733526.0	10540-29-1	CHEMBL83	ZINC000001530689	41774	C07108	D08559	20607.0	C0039286,C4255970	CID100005376
4858	DB09009	Articaine	D0I5HV	32170.0	23964-58-1	CHEMBL1093		91834		D07468	50225496.0	C1608295	CID100032169
4859	DB00676	Benzyl benzoate	D0G1VX	2345.0	120-51-4	CHEMBL1239	ZINC000000001021	41237	C12537	D01138	50134035.0	C0053289	CID000002345
4860	DB00673	Aprepitant	D0GU4K	6918365.0	170729-80-3	CHEMBL1471	ZINC000027428713	499361		D02968	50220136.0	C1176306	CID006918365
4862	DB00674	Galantamine	D0R9VR	9651.0	357-70-0	CHEMBL659	ZINC000000491073	42944	C08526	D04292	10404.0	C0016967	CID000009651
4864	DB00679	Thioridazine	D0U1OE	5452.0	50-52-2	CHEMBL479		9566		D00373	50002338.0	C0039943	CID000005452
4866	DB00678	Losartan	D0DD0K	3961.0	114798-26-4	CHEMBL191	ZINC000003873160	6541	C07072	D08146	82258.0	C0126174	CID000003961
4891	DB11336	Kinetin	D03OIW	3830.0	525-79-1	CHEMBL228792	ZINC000000001601	27407	C08272		181147.0	C0049579	CID000003830
4903	DB00682	Warfarin	D0E3OF	54678486.0	81-81-2	CHEMBL1464		87732	C01541	D08682	50343352.0	C0043031,C4292380	CID105001396
4904	DB00683	Midazolam	D0U6LM	4192.0	59467-70-8	CHEMBL655	ZINC000095626706	6931	C07524	D00550	21363.0	C0026056	CID000004192
4906	DB00681	Amphotericin B	D02DWM	5280965.0	1397-89-3	CHEMBL267345	ZINC000253387843	2682	C06573	D00203	50457967.0	C0002679,C1145701	CID005280965
4907	DB00686	Pentosan polysulfate	D0F8CM	37720.0	37300-21-3	CHEMBL4073796	ZINC000014879975					C0030888,C0600296	CID000037720
4908	DB00687	Fludrocortisone	D0R7JT	31378.0	127-31-1	CHEMBL1201388	ZINC000004097304	50885	C07004	D07967		C0016280	CID000031378
4909	DB00684	Tobramycin	D07BCT	36294.0	32986-56-4	CHEMBL1747	ZINC000008214692	28864	C00397	D00063	50366778.0	C0040341	CID000036294
4911	DB00685	Trovafloxacin	D03WPA	62959.0	147059-72-1	CHEMBL428	ZINC000100030989	9763	C07664		50146361.0	C0379881	CID000062959
4912	DB09019	Bromhexine	D07UWJ	2442.0	3572-43-8	CHEMBL253376	ZINC000000608220	77032		D07542	50239965.0	C0006220	CID000002442
4913	DB00688	Mycophenolate mofetil	D04FBR	5281078.0	128794-94-5	CHEMBL1456	ZINC000021297660	8764	C07908	D00752	50248299.0	C0209368	CID005281078
4915	DB00608	Chloroquine	D09EGZ	2719.0	54-05-7	CHEMBL76		3638	C07625	D02366	22985.0	C0008269	CID000002719
4916	DB00609	Ethionamide	D0P0HB	2761171.0	536-33-4	CHEMBL1441	ZINC000003872520	4885	C07665	D00591	50239976.0	C0015021	CID002761171
4927	DB13919	Candesartan	D0D5SQ	2541.0	139481-59-7	CHEMBL1016	ZINC000003782818	3347		D00522	50240609.0		CID000002541
4935	DB00611	Butorphanol	D0X9RG	6916249.0	42408-82-2	CHEMBL33986	ZINC000003812988	3242	C06863	D00837	50240437.0	C0006491	CID100002487
4936	DB00612	Bisoprolol	D0K3ZR	2405.0	66722-44-9	CHEMBL645		3127	C06852	D02342	25751.0	C0053799	CID000002405
4940	DB00618	Demeclocycline	D0R9WP	54680690.0	127-33-3	CHEMBL1591	ZINC000100036924	4392		D00290		C0011276	CID151601240
4942	DB00615	Rifabutin	D05CHI	6323490.0	72559-06-9	CHEMBL444633	ZINC000169621215	45367	C07235	D00424	50237607.0	C0140575	CID006323490
4946	DB00619	Imatinib	D0AZ3C	5291.0	152459-95-5	CHEMBL941	ZINC000019632618	45783		D01441	13530.0	C0935989	CID000005291
4965	DB00620	Triamcinolone	D03BLF	31307.0	124-94-7	CHEMBL1451	ZINC000003882036	9667		D00385	41132.0	C0040864	CID000031307
4967	DB00621	Oxandrolone	D0U3GL	5878.0	53-39-4	CHEMBL1200436	ZINC000003813047	7820	C07346	D00462	13047.0	C0029995	CID000005878
4970	DB00624	Testosterone	D06XMU	6013.0	58-22-0	CHEMBL386630	ZINC000118912393	17347	C00535	D00075	8885.0	C0039601,C1515405	CID000006013
4972	DB00625	Efavirenz	D07HVY	64139.0	154598-52-4	CHEMBL223228	ZINC000002020233	119486	C08088	D00896	2483.0	C0674428	CID000064139
4974	DB00622	Nicardipine	D0T0KA	4474.0	55985-32-5	CHEMBL1484		7550	C07264	D08270	50101815.0	C0028005	CID100004473
4976	DB00623	Fluphenazine	D0P5SA	3372.0	69-23-8	CHEMBL726	ZINC000019203912	5123	C07010	D07977	78433.0	C0016368	CID000003372
4978	DB00628	Clorazepic acid	D0P3JU	2809.0	23887-31-2	CHEMBL1213252		3761	C06921	D00694		C0008174,C0770393	CID000002809
4979	DB00629	Guanabenz	D0L4HY	3517.0	5051-62-7	CHEMBL420	ZINC000000001522	5553	C07034	D04375	50225293.0	C0018312	CID000003517
4983	DB00627	Niacin	D0N0ES	938.0	59-67-6	CHEMBL573	ZINC000000001795	15940	C00253	D00049	23515.0	C0027996	CID100000937
5004	DB00631	Clofarabine	D0R5RR	119182.0	123318-82-1	CHEMBL1750	ZINC000003798247	681569	Clolar	D03546		C0092777	CID000119182
5006	DB00632	Docosanol	D00AOJ	12620.0	661-19-8	CHEMBL1200453	ZINC000006920384	31000			50239998.0	C0075770	CID000012620
5009	DB00630	Alendronic acid	D09KLR	2088.0	66376-36-1	CHEMBL870	ZINC000003801919	2567	C07752	D07119	25313.0	C0102118,C0771311	CID000002088
5011	DB00635	Prednisone	D0IL7L	5865.0	53-03-2	CHEMBL635	ZINC000003875357	8382	C07370	D00473		C0032952	CID000005865
5015	DB00633	Dexmedetomidine	D0U3DU	5311068.0	113775-47-6	CHEMBL778	ZINC000004632106	4466	C07450	D00514	50085683.0	C0113293	CID005311068
5017	DB00634	Sulfacetamide	D0M4VM	5320.0	144-80-9	CHEMBL455	ZINC000005179119	63845		D05947	50316126.0	C0038670	CID000005320
5019	DB00639	Butoconazole	D0N3SP	47472.0	64872-76-0	CHEMBL1295		3240	C08065	D07598	79206.0	C0054259	CID100047471
5032	DB13956	Estradiol valerate	D07VBA	13791.0	979-32-8	CHEMBL1511	ZINC000003881556	31561	C12859	D01413		C0059623	CID000013791
5036	DB13954	Estradiol cypionate	D0U0XD	9403.0	313-06-4	CHEMBL1200973	ZINC000003876078	34745	C14640	D04063		C0059610	CID000009403
5045	DB00642	Pemetrexed	D0Y4GO	446556.0	137281-23-3	CHEMBL225072	ZINC000001540998	63616		D07472	50027656.0	C0210657	CID100060843
5047	DB00643	Mebendazole	D0J1MI	4030.0	31431-39-7	CHEMBL685	ZINC000000121541	6704		D00368	50180753.0	C0025023	CID000004030
5049	DB00640	Adenosine	D06IAR	60961.0	58-61-7	CHEMBL477	ZINC000002169830	16335	C00212	D00045	14487.0	C0001443	CID000060961
5051	DB00641	Simvastatin	D0H0ND	54454.0	79902-63-9	CHEMBL1064	ZINC000003780893	9150		D00434	50139181.0	C0074554	CID000054454
5053	DB00646	Nystatin	D08XAC	11953884.0	1400-61-9	CHEMBL229383		473992	C06572	D00202		C0028741	CID100004568
5055	DB00647	Dextropropoxyphene	D0D4PB	10100.0	469-62-5	CHEMBL1213351	ZINC000001530769	51173	C07406	D07809	82269.0	C0033493	CID000010100
5057	DB00644	Gonadorelin	D0V6KF	36523.0	33515-09-2	CHEMBL1981292			C07607	D08027		C0023610	CID000036523
5061	DB00648	Mitotane	D0Z5OE	4211.0	53-19-0	CHEMBL1670		6954		D00420	50239991.0	C0026256	CID000004211
5062	DB00649	Stavudine	D0Z8EX	18283.0	3056-17-5	CHEMBL991	ZINC000000137884	63581	C07312	D00445	50013111.0	C0164662	CID000018283
5075	DB09067	Corticorelin ovine triflutate	D06CJP	16132344.0	121249-14-7	CHEMBL1201591		65307		D03592	16132.0	C0251515,C0251516	CID016132344
5077	DB09065	Cobicistat	D0B6TW	25151504.0	1004316-88-4	CHEMBL2095208	ZINC000085537014	72291		D09881	50447471.0	C3177235	CID025151504
5089	DB09070	Tibolone	D0W3OS	444008.0	5630-53-5	CHEMBL2103774	ZINC000003812889	32223		D01639		C0076660	CID000444008
5091	DB09071	Tasimelteon	D0Q5MQ	10220503.0	609799-22-6	CHEMBL2103822	ZINC000004392649	79042		D09388		C1313052	CID010220503
5095	DB09076	Umeclidinium	D00SLY	11519070.0	869185-19-3	CHEMBL1187833	ZINC000034608502	79041		D10180	50267614.0	C3661274	CID111519069
5102	DB09085	Tetracaine	D08HQK	5411.0	94-24-6	CHEMBL698	ZINC000001530811	9468	C07526	D00551	50017659.0	C0039629,C0304456,C0702211,C4292382,C4292391	CID000005411
5104	DB09083	Ivabradine	D0S9QA	132999.0	155974-00-8	CHEMBL471737	ZINC000003805768	85966		D07165	50326992.0	C0257190	CID000132999
5106	DB09084	Benzydamine	D06FJO	12555.0	642-72-8	CHEMBL12610	ZINC000002020083	94563		D07516	50103598.0	C0005099	CID000012555
5109	DB09080	Olodaterol	D04UTT	11504295.0	868049-49-4	CHEMBL605846	ZINC000034636383	82700		D10145		C2934193	CID109800339
5113	DB09096	Benzoyl peroxide	D04DXN	7187.0	94-36-0	CHEMBL1200370	ZINC000000001016	82405	C19346	D03093		C0005088,C4318069	CID000007187
5119	DB09090	Pinaverium		40704.0	59995-65-2	CHEMBL1909324		135811			50101975.0	C0071081	CID100040703
5125	DB09020	Bisacodyl	D07IEF	2391.0	603-50-9	CHEMBL942	ZINC000003830321	3125		D00245	61400.0	C0005632	CID000002391
5145	DB09026	Aliskiren	D03SVX	5493444.0	173334-57-1	CHEMBL1639	ZINC000004393164	601027		D03208	17950.0	C1120110	CID005493444
5148	DB00690	Flurazepam	D08XFV	3393.0	17617-23-1	CHEMBL968	ZINC000000537752	5128		D00329		C0016375	CID000003393
5151	DB00693	Fluorescein	D06TJJ	16850.0	2321-07-5	CHEMBL1057	ZINC000003860453	31624		D01261	50237588.0	C0060520,C0878528	CID000016850
5152	DB00694	Daunorubicin	D01XWG	30323.0	20830-81-3	CHEMBL178	ZINC000003917708	41977	C01907	D07776	32017.0	C0011015	CID000030323
5154	DB00692	Phentolamine	D01JUF	5775.0	50-60-2	CHEMBL597	ZINC000000020251	8081		D08362	31046.0	C0031448	CID000005775
5155	DB00697	Tizanidine	D01MDT	5487.0	51322-75-9	CHEMBL1079	ZINC000019702309	63629	C07452	D08611	50240671.0	C0146011	CID000005487
5156	DB00698	Nitrofurantoin	D0R0BX	6604200.0	67-20-9	CHEMBL572	ZINC000003875368	71415	C07268	D00439	57045.0	C0028156,C0770666,C1654703	CID006604200
5157	DB00695	Furosemide	D0PQ3G	3440.0	54-31-9	CHEMBL35	ZINC000000035804	47426	C07017	D00331	25902.0	C0016860,C0048176	CID000003440
5159	DB00696	Ergotamine	D01TSI	8223.0	113-15-5	CHEMBL442	ZINC000052955754	64318	C07544	D07906	50027065.0	C0014710	CID000008223
5161	DB09030	Vorapaxar	D0VA0I	10077130.0	618385-01-6	CHEMBL493982	ZINC000003925861	82702		D09765	50261110.0	C2974521	CID110028615
5176	DB09038	Empagliflozin	D06ALD	11949646.0	864070-44-0	CHEMBL2107830	ZINC000036520252	82720		D10459	150162.0	C3490348	CID011949646
5178	DB09039	Eliglustat		23652731.0	491833-29-5	CHEMBL2110588	ZINC000072267023	82752		D09893		C3272698	CID023652731
5183	DB09034	Suvorexant	D00OVU	24965990.0	1030377-33-3	CHEMBL1083659	ZINC000049036447	82698		D10082	50318701.0	C3179535	CID024965990
5187	DB09041	Tavaborole	D05VGL	11499245.0	174671-46-6	CHEMBL443052	ZINC000169990691	77942		D10169	50370987.0	C3642427	CID011499245
5195	DB09040	Efinaconazole	D0G4BI	489181.0	164650-44-6	CHEMBL2103877	ZINC000000006251	82718		D10021		C3273754	CID000489181
5218	DB09053	Ibrutinib	D09KTS	24821094.0	936563-96-1	CHEMBL1873475	ZINC000035328014	76612		D10223	50357312.0	C3501358	CID024821094
5228	DB09059	Atosiban	D0D8XY	5311010.0	90779-69-4	CHEMBL382301	ZINC000169362009	135899		D03008	50177595.0	C0164398	CID100068613
5229	DB09056	Amorolfine	D0QC3M	54260.0	78613-35-1	CHEMBL489411		599440				C0051736	CID100002168
5232	DB09055	Acipimox	D0YZ5G	5310993.0	51037-30-0	CHEMBL345714	ZINC000001481960	94688		D07190	50208130.0	C0050558	CID005310993
5234	DB00701	Amprenavir	D0A0OO	65016.0	161814-49-9	CHEMBL116	ZINC000003809192	40050	C08086	D00894	577.0	C0754188	CID000065016
5235	DB00702	Icodextrin	D02YCH		337376-15-5	CHEMBL1201472						C0538727	CID100003517
5236	DB00700	Eplerenone	D0Q4SD	443872.0	107724-20-9	CHEMBL1095097	ZINC000003985982	31547	C12512	D01115	50318300.0	C0636067,C0961485	CID000443872
5237	DB00705	Delavirdine	D0G6SD	5625.0	136817-59-9	CHEMBL593	ZINC000018516586	119573	C06941		1944.0	C0288165	CID000005625
5238	DB00706	Tamsulosin	D05MBZ	129211.0	106133-20-4	CHEMBL836	ZINC000001530694	9398	C07124	D08560	50060964.0	C0257343	CID000129211
5239	DB00703	Methazolamide	D0C2II	4100.0	554-57-4	CHEMBL19	ZINC000100019188	6822	C07764	D00655	50013792.0	C0025631	CID000004100
5240	DB00704	Naltrexone	D0PG8O	5360515.0	16590-41-3	CHEMBL19019	ZINC000000001773	7465	C07253	D05113	60212.0	C0027360	CID005360515
5241	DB00709	Lamivudine	D07TQV	60825.0	134678-17-4	CHEMBL141	ZINC000000012346	63577	C07065	D00353	50366817.0	C0209738	CID000060825
5243	DB00708	Sufentanil	D0D8DD	41693.0	56030-54-7	CHEMBL658	ZINC000000538386	9316	C08022	D05938	94503.0	C0143993	CID000041693
5244	DB00712	Flurbiprofen	D0A1PX	3394.0	5104-49-4	CHEMBL563		5130		D00330	50074922.0	C0016377	CID000003394
5245	DB00713	Oxacillin	D0MB8I	6196.0	66-79-5	CHEMBL819	ZINC000003875439	7809	C07334	D08307	50350483.0	C0029983	CID000006196
5246	DB00710	Ibandronate	D08SJZ	60852.0	114084-78-5	CHEMBL997	ZINC000001533877				12577.0	C0379199,C0379200	CID000060852
5248	DB00716	Nedocromil	D06FVX	50294.0	69049-73-6	CHEMBL746	ZINC000003782807	7492	C07255	D05129	50239990.0	C0068483	CID000050294
5249	DB00717	Norethisterone	D0GL7U	6230.0	68-22-4	CHEMBL1162	ZINC000085205451	7627	C05028	D00182	50148732.0	C0028356	CID000006230
5250	DB00714	Apomorphine	D0H6QU	6005.0	58-00-4	CHEMBL53	ZINC000000009073	48538		D07460	29644.0	C0003596	CID000006005
5251	DB00715	Paroxetine	D06GDY	43815.0	61869-08-7	CHEMBL490	ZINC000000527386	7936	C07415	D02362	22416.0	C0070122	CID000043815
5252	DB00718	Adefovir dipivoxil	D0ML1F	60871.0	142340-99-6	CHEMBL922	ZINC000003930376	31175	C11277	D01655	50248359.0	C0289521,C0540694	CID000060871
5262	DB00720	Clodronic acid	D00HNB	25419.0	10596-23-3	CHEMBL12318	ZINC000029747100	110423			50216172.0	C0012081,C0162357	CID000025419
5264	DB00724	Imiquimod	D06CTE	57469.0	99011-02-6	CHEMBL1282	ZINC000019632912	36704		D02500	50240849.0	C0165032	CID000057469
5265	DB00721	Procaine	D0TZ1G	4914.0	59-46-1	CHEMBL569	ZINC000001530757	8430	C07375	D08422	64452.0	C0028460,C0033218	CID000004914
5266	DB00722	Lisinopril	D07HGR	5362119.0	76547-98-3	CHEMBL1237	ZINC000003812863	43755		D00362	66979.0	C0065374,C2827257	CID100003937
5267	DB00727	Nitroglycerin	D07YDE	4510.0	55-63-0	CHEMBL730	ZINC000008214625	28787	C07455	D00515		C0017887,C4255956	CID000004510
5268	DB00728	Rocuronium	D0L5CZ	441290.0	143558-00-3	CHEMBL1201244	ZINC000053229445	8884	C07556	D00765		C0209337	CID000441290
5270	DB00726	Trimipramine	D00HZV	5584.0	739-71-9	CHEMBL644		9738		D00394	50240410.0	C0041056	CID000005584
5277	DB12754	Iodide	D08RKK	30165.0	20461-54-5	CHEMBL185537		16382	C00708		26981.0	C0021966,C3848570	CID100024841
5293	DB09101	Elvitegravir	D0QD1G	5277135.0	697761-98-1	CHEMBL204656	ZINC000013682481	72289			50183273.0	C1700388,C2606637	CID005277135
5298	DB00774	Hydroflumethiazide	D00WAM	3647.0	135-09-1	CHEMBL1763	ZINC000000897225	5784	C07763	D00654	25897.0	C0020273	CID000003647
5300	DB00775	Tirofiban	D0BN9X	60947.0	144494-65-5	CHEMBL916	ZINC000003806104	9605	C07965	D08607	50004058.0	C0247025	CID100005486
5302	DB00772	Malathion	D0K3LW	4004.0	121-75-5	CHEMBL1200468		141474	C07497	D00534	85372.0	C0024547	CID000004004
5304	DB00773	Etoposide	D0B7EB	36462.0	33419-42-0	CHEMBL44657	ZINC000003938684	4911	C01576	D00125	50127140.0	C0015133	CID000036462
5306	DB00778	Roxithromycin	D0Y4FL	6915744.0	80214-83-1	CHEMBL1214185	ZINC000096006016	48935	C13173	D01710		C0035891	CID100005106
5307	DB00779	Nalidixic acid	D07JGT	4421.0	389-08-2	CHEMBL5	ZINC000000057421	100147	C05079	D00183	21691.0	C0027353	CID000004421
5308	DB00776	Oxcarbazepine	D0QL3P	34312.0	28721-07-5	CHEMBL1068	ZINC000000004724	7824	C07492	D00533	34179.0	C0069751,C1311053	CID000034312
5332	DB09111	Pentastarch	D0M5OG		9005-27-0							C2350383	CID116213095
5334	DB09110	Coenzyme M		598.0	3375-50-6	CHEMBL1098319	ZINC000003831040	17905	C03576			C0085721,C0206008	CID000000598
5336	DB00782	Propantheline	D0V5ZZ	4934.0	298-50-0	CHEMBL1180725	ZINC000001530761	8481	C07506			C0033447	CID000004934
5337	DB00780	Phenelzine	D0P9AC	3675.0	51-71-8	CHEMBL1089	ZINC000019166991	8060	C07430	D08349	50105417.0	C0031392	CID000003675
5339	DB09119	Eslicarbazepine acetate	D0Z9QR	179344.0	236395-14-5	CHEMBL87992	ZINC000000007295	87016		D09612	50240669.0	C2725262,C4255554	CID000179344
5341	DB00783	Estradiol	D08QMX	5757.0	50-28-2	CHEMBL135	ZINC000013520815	16469	C00951	D00105	17292.0	C0014912	CID000005757
5342	DB09117	Paraldehyde	D0P9EA	31264.0	123-63-7	CHEMBL1410743	ZINC000000001886	27909	C07834			C0030438	CID000031264
5343	DB00784	Mefenamic acid	D05FTJ	4044.0	61-68-7	CHEMBL686	ZINC000000020241	6717	C02168	D00151	50134036.0	C0025152	CID000004044
5344	DB09118	Stiripentol	D02XSA	5311454.0	49763-96-4	CHEMBL1983350		94435				C0075262	CID005311454
5345	DB00789	Gadopentetic acid	D0RQ2W	55466.0	80529-93-7	CHEMBL1200431		35778				C0060933,C0060934,C2700227,C4718969	CID000055466
5346	DB00787	Acyclovir	D0B5MP	2022.0	59277-89-3	CHEMBL184	ZINC000001530555	2453	C06810	D00222	50021776.0	C0001367	CID000002022
5347	DB00788	Naproxen	D0DJ1B	156391.0	22204-53-1	CHEMBL154	ZINC000000105216	7476	C01517	D00118	50339185.0	C0027396,C4255899	CID000156391
5373	DB00790	Perindopril	D03KYG	107807.0	82834-16-0	CHEMBL1581	ZINC000003812867	8024	C07706	D03753		C0136123	CID000107807
5375	DB00796	Candesartan cilexetil	DAP001442	2540.0	145040-37-5	CHEMBL1014	ZINC13674452	3348		D00626	50318907.0	C0527379	CID000002540
5377	DB00794	Primidone	D0U5RT	4909.0	125-33-7	CHEMBL856	ZINC000000001979	8412	C07371	D00474	50248152.0	C0033148	CID000004909
5379	DB00795	Sulfasalazine	D02ZTJ	5359476.0	599-79-1	CHEMBL421	ZINC000003831490	9334	C07316	D00448	50103596.0	C0036078,C4255898	CID005359476
5381	DB00798	Gentamicin	D0L9UU	3467.0	1403-66-3	CHEMBL329592		17833	C00505			C3854019	CID000003467
5382	DB00799	Tazarotene	D0E2AD	5381.0	118292-40-3	CHEMBL1657	ZINC000001542199	32184	C12531	D01132	50265951.0	C0288792	CID000005381
